City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
283,Arvika,SE,59.6553,12.5852,17.6,100,75,2.3,broken clouds
284,Itarema,BR,-2.9248,-39.9167,80.94,74,0,14.92,clear sky
285,Caravelas,BR,-17.7125,-39.2481,78.03,75,100,5.75,overcast clouds
286,Mahina,PF,-17.5065,-149.489,84.2,70,75,3.44,light rain
287,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,77,75,8.05,broken clouds
288,Yorosso,ML,12.3536,-4.7761,75.94,16,0,9.24,clear sky
289,Nara,JP,34.6851,135.8049,39.99,81,20,2.3,few clouds
290,Anloga,GH,5.7947,0.8973,84.2,79,39,11.5,scattered clouds
291,Jinchang,CN,38.4953,102.1739,19.31,71,0,3.29,clear sky
292,Kosikha,RU,53.3617,84.5822,19.4,86,75,13.42,light snow
293,Souillac,MU,-20.5167,57.5167,75.2,83,40,4.61,scattered clouds
294,Tasiilaq,GL,65.6145,-37.6368,21.2,49,90,27.63,light snow
295,Beira,MZ,-19.8436,34.8389,80.6,89,20,5.75,few clouds
296,Axim,GH,4.8699,-2.2405,78.85,86,38,8.88,scattered clouds
297,Mmabatho,ZA,-25.85,25.6333,70.14,81,100,4.88,moderate rain
298,Alofi,NU,-19.0595,-169.9187,78.8,89,75,9.22,broken clouds
299,Xai-Xai,MZ,-25.0519,33.6442,79.05,84,77,10.78,broken clouds
300,Singaraja,ID,-8.112,115.0882,78.85,75,100,5.19,overcast clouds
301,Alpena,US,45.0617,-83.4327,19.99,68,90,11.5,overcast clouds
302,Torres,BR,-29.3353,-49.7269,77.85,81,100,6.85,overcast clouds
303,Tual,ID,-5.6667,132.75,83.68,77,99,17.2,overcast clouds
304,Capoterra,IT,39.1763,8.9718,55.0,100,20,12.66,few clouds
305,Calvinia,ZA,-31.4707,19.776,66.74,45,0,5.03,clear sky
306,Cayenne,GF,4.9333,-52.3333,80.6,74,40,6.91,scattered clouds
307,Utete,TZ,-7.986,38.758,73.44,96,0,2.51,clear sky
308,San Quintin,MX,30.4833,-115.95,58.78,47,68,10.31,broken clouds
309,Nizhniy Tsasuchey,RU,50.5167,115.1333,-15.81,82,28,9.71,scattered clouds
310,Ndola,ZM,-12.9587,28.6366,66.99,92,88,1.99,overcast clouds
311,Caiaponia,BR,-16.9567,-51.8103,78.44,76,87,5.73,light rain
312,Port Hedland,AU,-20.3167,118.5667,80.6,78,1,8.05,clear sky
313,San Patricio,US,28.017,-97.5169,73.4,20,1,16.11,clear sky
314,Peniche,PT,39.3558,-9.3811,57.99,95,100,8.99,overcast clouds
315,Valle De San Juan,CO,4.1987,-75.1173,85.73,51,6,2.46,clear sky
316,Japura,ID,-0.3167,102.35,72.27,96,100,0.67,overcast clouds
317,Maun,BW,-19.9833,23.4167,71.1,89,100,4.16,moderate rain
318,Grenfell,AU,-33.9,148.1667,69.01,66,89,13.0,overcast clouds
319,Adrar,MR,20.5022,-10.0711,69.46,21,0,9.78,clear sky
320,Tarko-Sale,RU,64.9225,77.785,-43.69,80,32,6.08,scattered clouds
321,Hervey Bay,AU,-25.2986,152.8535,75.0,87,33,3.0,scattered clouds
322,Atar,MR,20.5169,-13.0499,73.83,17,0,10.45,clear sky
323,Insar,RU,53.8653,44.3738,32.31,97,100,17.76,snow
324,Baoying,CN,33.2292,119.3092,46.0,99,34,15.14,scattered clouds
325,Churapcha,RU,62.0025,132.4325,-47.31,75,100,3.06,overcast clouds
326,Ixtapa,MX,20.7,-105.2,83.61,38,21,7.25,few clouds
327,Wenatchee,US,47.4235,-120.3103,37.0,93,90,3.44,overcast clouds
328,Chapais,CA,49.7834,-74.8492,21.2,79,90,6.91,light snow
329,Porto Velho,BR,-8.7619,-63.9039,77.0,94,90,3.44,light rain
330,Kologriv,RU,58.8275,44.3178,25.79,97,100,6.46,overcast clouds
331,Samana,DO,19.2056,-69.3369,82.4,69,20,11.5,few clouds
332,Ukwa,IN,21.9667,80.4667,57.58,71,0,2.73,clear sky
333,Griffith,US,41.5284,-87.4237,28.99,74,90,4.61,overcast clouds
334,Escanaba,US,45.7453,-87.0646,19.0,57,75,10.36,broken clouds
335,Ketchikan,US,55.3422,-131.6461,32.0,69,20,8.05,few clouds
336,Esmeraldas,BR,-19.7625,-44.3139,86.0,39,40,8.05,scattered clouds
337,Bukama,CD,-9.2,25.85,69.89,91,99,3.36,light rain
338,Okato,NZ,-39.2,173.8833,63.0,94,67,7.58,broken clouds
339,Great Yarmouth,GB,52.6083,1.7305,41.0,93,40,1.14,fog
340,Acolla,PE,-11.7319,-75.5463,60.06,54,96,3.2,overcast clouds
341,Bentong,MY,3.5181,101.9079,79.0,82,100,1.1,overcast clouds
342,Prince Rupert,CA,54.3161,-130.3201,33.8,80,75,2.3,broken clouds
343,Dryden,CA,49.7833,-92.7503,-2.2,60,1,2.3,clear sky
344,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.95,87,82,2.53,broken clouds
345,Egvekinot,RU,66.3167,-179.1667,-14.64,87,100,21.43,overcast clouds
346,Great Falls,US,47.5002,-111.3008,35.01,40,90,10.36,overcast clouds
347,Baghdad,IQ,33.3406,44.4009,59.0,36,40,10.36,scattered clouds
348,Dingle,PH,10.9995,122.6711,74.8,90,100,7.31,overcast clouds
349,Saint-Louis,SN,16.3333,-15.0,79.47,12,0,9.95,clear sky
350,Ostrovnoy,RU,68.0531,39.5131,10.24,94,100,21.05,light snow
351,Otane,NZ,-39.8833,176.6333,63.0,79,6,11.99,clear sky
352,Alta Floresta,BR,-9.8756,-56.0861,89.6,55,40,3.44,scattered clouds
353,Pevek,RU,69.7008,170.3133,-24.05,87,100,3.78,overcast clouds
354,Lavras,BR,-21.2453,-44.9997,74.52,82,88,5.5,overcast clouds
355,Valday,RU,57.9747,33.2525,24.08,99,55,4.05,broken clouds
356,Klyuchi,RU,52.2667,79.1667,22.87,98,100,7.56,overcast clouds
357,Mandera,KE,3.9366,41.867,84.72,32,0,12.77,clear sky
358,Vardo,NO,70.3705,31.1107,24.8,86,75,23.02,snow
359,Dom Pedrito,BR,-30.9828,-54.6731,82.45,55,63,9.35,broken clouds
360,Paragominas,BR,-2.9667,-47.4833,78.03,92,89,4.54,overcast clouds
361,Yar-Sale,RU,66.8333,70.8333,-39.41,80,85,4.61,overcast clouds
362,Avera,US,33.194,-82.5271,59.0,100,90,10.36,overcast clouds
363,Lodja,CD,-3.4833,23.4333,70.93,92,100,2.75,overcast clouds
364,Ilebo,CD,-4.3167,20.5833,71.6,95,100,1.83,overcast clouds
365,Volksrust,ZA,-27.3654,29.8818,60.69,95,100,3.78,light rain
366,Phangnga,TH,8.4509,98.5298,75.2,94,20,1.14,few clouds
367,Savonlinna,FI,61.8699,28.88,32.0,100,90,4.61,overcast clouds
368,Ewo,CG,-0.8725,14.8206,74.52,86,80,3.44,light rain
369,Vorotynets,RU,56.0603,45.8633,31.96,97,100,17.05,snow
370,Kutum,SD,14.2,24.6667,64.6,23,86,13.0,overcast clouds
371,Tongzi,CN,28.7829,105.0877,46.71,77,3,0.27,clear sky
372,Matagami,CA,49.7502,-77.6328,5.0,92,90,12.66,light snow
373,Olinda,BR,-8.0089,-34.8553,80.6,65,75,12.66,broken clouds
374,Luderitz,NA,-26.6481,15.1594,67.62,62,0,28.52,clear sky
375,Kwinana,AU,-32.25,115.7667,62.01,55,0,10.36,clear sky
376,Zhangye,CN,38.9342,100.4517,19.58,72,0,5.97,clear sky
377,Fallon,US,39.4735,-118.7774,39.2,60,75,29.93,broken clouds
378,Tignere,CM,7.3667,12.65,70.3,23,0,2.46,clear sky
379,Tongren,CN,27.7172,109.1853,39.65,86,10,1.74,clear sky
380,Palmer,US,42.1584,-72.3287,34.0,85,96,1.99,overcast clouds
381,Malinyi,TZ,-8.9333,36.1333,72.72,89,43,0.83,scattered clouds
382,Brigantine,US,39.4101,-74.3646,37.4,60,90,16.11,overcast clouds
383,Konongo,GH,6.6167,-1.2167,79.92,56,21,5.48,few clouds
384,Mujiayingzi,CN,42.1167,118.7833,-4.7,80,0,13.94,clear sky
385,Mahajanga,MG,-15.7167,46.3167,80.6,83,20,2.3,moderate rain
386,Patrocinio,BR,-18.9439,-46.9925,86.0,45,20,6.91,few clouds
387,Chernyshevskiy,RU,63.0128,112.4714,-46.1,81,42,0.74,scattered clouds
388,Chimbote,PE,-9.0853,-78.5783,75.18,68,92,12.12,overcast clouds
389,Corn Island,NI,12.1694,-83.0418,80.85,76,19,18.32,few clouds
390,Ugoofaaru,MV,5.6667,73.0,80.58,68,48,10.76,scattered clouds
391,Rijeka,HR,45.3431,14.4092,41.0,56,0,8.05,clear sky
392,Ipaba,BR,-19.4136,-42.4194,78.49,71,8,2.28,clear sky
393,Hasaki,JP,35.7333,140.8333,37.0,80,75,6.91,broken clouds
394,Saint John,CA,45.2727,-66.0677,34.0,60,75,12.66,broken clouds
395,Dalby,AU,-27.1833,151.2667,69.8,88,40,9.22,scattered clouds
396,Nanortalik,GL,60.1432,-45.2371,25.48,90,100,3.13,overcast clouds
397,Aqtobe,KZ,50.2797,57.2072,6.8,85,0,6.71,clear sky
398,Pozo Colorado,PY,-23.4923,-58.7972,86.59,63,60,7.16,broken clouds
399,Lebanon,US,36.2081,-86.2911,42.01,70,40,10.36,scattered clouds
400,Honiara,SB,-9.4333,159.95,81.09,79,100,9.37,overcast clouds
401,Mackay,AU,-21.15,149.2,78.8,78,75,12.66,broken clouds
402,Nuuk,GL,64.1835,-51.7216,23.0,50,1,14.97,clear sky
403,Caluquembe,AO,-13.7833,14.6833,60.35,75,100,5.88,overcast clouds
404,North Branch,US,45.5113,-92.9802,12.0,61,57,3.0,broken clouds
405,Del Rio,US,29.3627,-100.8968,64.4,19,1,5.75,clear sky
406,Pijijiapan,MX,15.7011,-93.23,91.11,40,23,9.82,few clouds
407,Peleduy,RU,59.6289,112.7406,-40.34,78,35,2.39,scattered clouds
408,Kristinehamn,SE,59.3098,14.1081,23.0,100,75,2.3,broken clouds
409,Muzhi,RU,65.3667,64.6667,-19.89,88,100,8.25,light snow
410,Englehart,CA,47.8169,-79.8664,6.8,72,90,10.36,overcast clouds
411,Cascais,PT,38.6979,-9.4215,59.0,88,100,3.0,overcast clouds
412,Biak,ID,-0.9131,122.8766,77.13,73,98,4.74,overcast clouds
413,Edgewater,US,28.9889,-80.9023,80.6,61,40,11.5,scattered clouds
414,Ca Mau,VN,9.1769,105.15,74.71,85,100,8.21,overcast clouds
415,Gidam,IN,18.9833,81.4,64.6,80,32,1.48,scattered clouds
416,Savona,IT,44.3,8.2667,48.0,99,51,4.72,broken clouds
417,Puerto Penasco,MX,31.3167,-113.5333,62.01,33,86,3.0,overcast clouds
418,Mlonggo,ID,-6.5333,110.7,78.01,89,100,11.05,overcast clouds
419,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,6.8,72,0,8.95,clear sky
420,Duldurga,RU,50.6761,113.5931,-20.81,81,0,4.7,clear sky
421,Qaqortoq,GL,60.7167,-46.0333,37.4,32,75,32.21,broken clouds
422,Batagay,RU,67.6333,134.6333,-49.0,75,53,0.72,broken clouds
423,Zhigalovo,RU,54.8097,105.1578,-20.94,82,100,3.47,overcast clouds
424,Elizabethton,US,36.3487,-82.2107,59.0,38,1,3.87,clear sky
425,Tyukhtet,RU,56.5389,89.3011,-12.84,89,100,6.35,overcast clouds
426,Zdvinsk,RU,54.7021,78.661,23.65,98,92,7.58,overcast clouds
427,Savannah Bight,HN,16.45,-85.85,86.0,62,20,2.3,few clouds
428,Mittagong,AU,-34.45,150.45,69.01,84,93,1.99,overcast clouds
429,Magistralnyy,RU,56.1725,107.4458,-31.02,81,100,4.0,overcast clouds
430,Abonnema,NG,4.7084,6.7931,82.4,78,40,3.44,scattered clouds
431,Isangel,VU,-19.55,169.2667,82.38,78,84,17.49,broken clouds
432,Filadelfia,US,39.9523,-75.1638,37.4,56,90,9.22,overcast clouds
433,Nigde,TR,37.8333,34.75,29.98,98,66,14.14,snow
434,Khasan,RU,42.4308,130.6434,21.13,96,100,14.9,light snow
435,Vitim,RU,59.4511,112.5578,-39.6,78,27,2.3,scattered clouds
436,Lubao,PH,14.9167,120.55,75.2,83,75,2.3,broken clouds
437,Coruripe,BR,-10.1256,-36.1756,78.57,78,12,10.51,few clouds
438,Viedma,AR,-40.8135,-62.9967,63.0,81,100,11.14,moderate rain
439,Guerrero,MX,17.6667,-100.0,85.19,34,31,2.13,scattered clouds
440,Ossora,RU,59.2353,163.0719,-0.47,85,100,9.44,overcast clouds
441,Merritt Island,US,28.5392,-80.672,84.2,51,40,11.5,scattered clouds
442,Toora-Khem,RU,52.4675,96.11,-0.47,90,100,2.44,overcast clouds
443,Srednekolymsk,RU,67.45,153.6833,-25.6,85,100,12.06,light snow
444,Cristinapolis,BR,-11.4756,-37.7553,76.64,76,95,8.05,overcast clouds
445,Bilibino,RU,68.0546,166.4372,-10.52,84,100,6.2,overcast clouds
446,Portmore,JM,17.9702,-76.8672,84.99,70,20,21.85,light rain
447,Korla,CN,41.7597,86.1469,20.39,83,0,2.89,clear sky
448,Kushima,JP,31.4583,131.2333,44.01,93,2,4.0,clear sky
449,Chara,RU,56.9064,118.2631,-30.82,76,100,0.67,overcast clouds
450,Kirakira,SB,-10.4544,161.9205,82.72,79,96,10.42,overcast clouds
451,Saint-Pierre,RE,-21.3393,55.4781,78.8,69,0,4.61,clear sky
452,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,58,90,6.91,overcast clouds
453,Montrose,US,38.4166,-108.2673,30.99,54,8,1.99,clear sky
454,Cidreira,BR,-30.1811,-50.2056,73.29,95,100,7.67,heavy intensity rain
455,Koumac,NC,-20.5667,164.2833,79.99,74,95,8.99,overcast clouds
456,Aksarka,RU,66.5606,67.7975,-28.25,84,100,4.65,overcast clouds
457,Okha,RU,53.5739,142.9478,11.07,96,100,16.4,light snow
458,Jatiroto,ID,-7.8833,111.1167,72.97,88,100,1.25,overcast clouds
459,Codrington,AU,-38.2667,141.9667,60.28,81,50,12.62,scattered clouds
460,Leh,IN,34.1667,77.5833,0.54,57,1,1.74,clear sky
461,Terney,RU,45.0503,136.6092,3.74,85,0,8.28,clear sky
462,Bogashevo,RU,56.3683,85.1447,-2.2,78,20,6.71,few clouds
463,Galveston,US,29.3669,-94.9669,68.0,32,1,23.02,clear sky
464,Kyren,RU,51.6828,102.1408,-3.55,79,83,2.57,broken clouds
465,Kargala,RU,56.6208,83.9607,-9.26,89,100,3.67,overcast clouds
466,Mitsamiouli,KM,-11.3847,43.2844,82.08,68,4,7.05,clear sky
467,Fortuna,US,40.5982,-124.1573,48.0,87,75,19.57,light rain
468,Gweta,BW,-20.1833,25.2333,74.52,77,52,7.47,broken clouds
469,Esperance,AU,-33.8667,121.9,60.8,94,90,5.75,overcast clouds
470,Ahipara,NZ,-35.1667,173.1667,69.69,74,56,5.28,broken clouds
471,Omsukchan,RU,62.5333,155.8,-33.54,79,100,5.41,overcast clouds
472,Rewari,IN,28.1833,76.6167,50.0,93,0,1.63,fog
473,Kang,BW,-23.6752,22.7876,78.44,45,100,4.16,overcast clouds
474,Machilipatnam,IN,16.1667,81.1333,72.66,82,0,6.51,clear sky
475,Soyo,AO,-6.1349,12.3689,78.98,84,100,4.52,overcast clouds
476,Saiki,JP,32.95,131.9,44.31,80,6,8.5,clear sky
477,Silvino Lobos,PH,12.3,124.8333,73.24,95,100,3.96,overcast clouds
478,Norman Wells,CA,65.282,-126.8329,-25.6,75,75,4.45,broken clouds
479,Abu Dhabi,AE,24.4667,54.3667,66.2,82,0,2.3,clear sky
480,Ulladulla,AU,-35.35,150.4667,66.99,100,75,5.75,broken clouds
481,Guerrero Negro,MX,27.9769,-114.0611,63.75,36,100,7.18,overcast clouds
482,Grindavik,IS,63.8424,-22.4338,32.0,55,0,21.85,clear sky
483,Seda,LV,57.65,25.75,30.99,97,100,1.99,overcast clouds
484,San Juan,AR,-31.5375,-68.5364,97.84,18,4,16.06,clear sky
485,Feni,BD,23.0186,91.41,56.61,51,0,5.88,clear sky
486,Talcahuano,CL,-36.7167,-73.1167,66.2,63,0,19.57,clear sky
487,Ullapool,GB,57.8987,-5.1604,30.0,94,91,8.41,overcast clouds
488,Qandala,SO,11.472,49.8728,73.62,61,2,5.39,clear sky
489,Pingliang,CN,35.5392,106.6861,23.92,78,35,1.28,scattered clouds
490,Zarubino,RU,42.63,131.0922,18.5,92,100,13.87,overcast clouds
491,Sakakah,SA,29.9697,40.2064,62.6,36,40,4.61,scattered clouds
492,Espanola,US,35.9911,-106.0806,34.0,40,1,8.05,clear sky
493,Bismarck,US,46.8083,-100.7837,19.4,63,90,13.8,overcast clouds
494,Ulaangom,MN,49.9811,92.0667,-14.44,87,94,1.34,overcast clouds
495,Tiarei,PF,-17.5333,-149.3333,84.2,70,75,3.44,light rain
496,Mandiana,GN,10.6333,-8.6833,76.96,18,0,3.49,clear sky
497,Coahuayana,MX,18.7333,-103.6833,85.37,52,13,7.14,few clouds
498,College,US,64.8569,-147.8028,-2.99,69,75,1.72,broken clouds
499,Krasnoselkup,RU,65.7,82.4667,-39.24,82,17,3.69,few clouds
500,Aosta,IT,45.7667,7.4167,36.0,85,100,5.99,light snow
501,Yerbogachen,RU,61.2767,108.0108,-40.14,80,58,5.66,broken clouds
502,Mahebourg,MU,-20.4081,57.7,75.2,83,40,4.61,scattered clouds
503,Novikovo,RU,51.1537,37.8879,36.57,92,100,12.3,light rain
504,Fort-Shevchenko,KZ,44.5086,50.263,36.21,79,94,32.57,overcast clouds
505,The Valley,AI,18.217,-63.0578,82.4,65,40,14.97,scattered clouds
506,Mwene-Ditu,CD,-7.0,23.45,66.22,95,100,4.32,overcast clouds
507,Lorengau,PG,-2.0226,147.2712,82.15,79,100,7.67,overcast clouds
508,Rio Branco,BR,-9.9747,-67.81,77.0,100,75,4.61,broken clouds
509,Kirby,US,29.4633,-98.3856,66.2,18,75,10.36,broken clouds
510,Coos Bay,US,43.3665,-124.2179,44.01,87,90,11.1,overcast clouds
511,Atambua,ID,-9.1061,124.8925,74.75,88,100,3.47,overcast clouds
512,Emet,TR,39.343,29.2585,26.44,96,100,7.52,light snow
513,Praya,CV,14.9215,-23.5087,75.2,53,0,16.11,clear sky
514,Socha,CO,5.9976,-72.6928,65.17,47,94,5.84,overcast clouds
515,Portland,US,45.5234,-122.6762,44.01,87,75,3.44,light rain
516,Capaccio,IT,40.4244,15.0809,41.0,65,100,4.29,overcast clouds
517,Fairbanks,US,64.8378,-147.7164,-2.99,69,75,1.74,broken clouds
518,Ust-Tsilma,RU,65.441,52.1498,2.73,93,100,5.61,light snow
519,Wahiawa,US,21.5028,-158.0236,80.6,57,1,9.22,clear sky
520,Picui,BR,-6.5106,-36.3469,81.91,55,99,19.39,moderate rain
521,Stolin,BY,51.8912,26.846,27.1,99,100,6.64,overcast clouds
522,Luanda,AO,-8.8368,13.2343,80.6,78,20,9.22,few clouds
523,Iranshahr,IR,27.2025,60.6848,50.0,12,0,6.91,clear sky
524,Dodoma,TZ,-6.1722,35.7395,66.63,84,3,5.73,clear sky
525,Flin Flon,CA,54.7682,-101.865,-7.6,84,20,4.61,few clouds
526,Abidjan,CI,5.3094,-4.0197,82.4,89,20,5.75,few clouds
527,Sonoita,MX,31.85,-112.8333,57.0,34,34,5.93,scattered clouds
528,Coquimbo,CL,-29.9533,-71.3436,66.2,68,20,16.11,few clouds
529,Yeppoon,AU,-23.1333,150.7333,75.2,83,15,5.75,few clouds
530,Bafra,TR,41.5678,35.9069,64.4,20,75,11.5,broken clouds
531,Pavilosta,LV,56.8879,21.1859,33.8,74,75,4.61,broken clouds
532,Geraldton,AU,-28.7667,114.6,62.6,72,0,8.05,clear sky
533,San Rafael Del Sur,NI,11.8485,-86.4384,93.2,40,20,16.11,few clouds
534,Opuwo,NA,-18.0607,13.84,71.85,64,100,3.6,light rain
535,Kushmurun,KZ,52.4503,64.6311,17.1,96,91,11.01,overcast clouds
536,Shingu,JP,33.7333,135.9833,51.28,70,77,7.85,broken clouds
537,Rivarolo Canavese,IT,45.3312,7.717,39.0,60,0,3.44,clear sky
538,Amapa,BR,1.0,-52.0,73.44,96,100,4.76,overcast clouds
539,Sfantu Gheorghe,RO,45.8667,25.7833,26.01,84,100,1.99,overcast clouds
540,Lata,PT,40.1629,-8.3327,57.99,93,99,0.51,overcast clouds
541,Taveta,KE,-3.3963,37.6736,72.73,59,0,7.25,clear sky
542,Deqing,CN,30.5448,119.9599,45.0,95,86,7.0,overcast clouds
543,Gorontalo,ID,0.5412,123.0595,74.91,86,98,4.18,overcast clouds
544,Banda Aceh,ID,5.5577,95.3222,77.5,82,44,3.8,scattered clouds
545,Caruray,PH,10.3094,119.0128,77.86,82,100,4.7,overcast clouds
546,Amuntai,ID,-2.4177,115.2494,72.34,98,81,0.51,broken clouds
547,Inirida,CO,3.8653,-67.9239,85.91,65,63,4.29,broken clouds
548,Bontang,ID,0.1333,117.5,75.85,91,100,7.87,overcast clouds
549,Lavumisa,SZ,-27.31,31.892,82.4,78,100,3.44,overcast clouds
550,Ciudad Guayana,VE,8.3533,-62.6528,82.0,69,98,5.01,overcast clouds
551,Grand-Lahou,CI,5.1367,-5.0242,79.11,86,2,9.31,clear sky
552,Barreirinha,BR,-2.7933,-57.07,85.21,70,95,2.46,overcast clouds
553,Waddan,LY,29.1614,16.139,50.04,50,0,4.68,clear sky
554,Hofn,IS,64.2539,-15.2082,25.77,89,1,14.12,clear sky
555,Lethem,GY,3.3803,-59.7968,88.79,46,57,13.06,broken clouds
556,Asau,RO,46.4333,26.4,32.0,42,100,5.5,overcast clouds
557,Killarney,IE,52.05,-9.5167,53.6,94,90,8.05,overcast clouds
558,Sabang,ID,5.8933,95.3214,81.18,74,88,6.31,overcast clouds
559,Ngorongoro,TZ,-3.2397,35.4875,50.68,89,1,3.29,clear sky
560,Halifax,CA,44.6453,-63.5724,35.6,64,20,11.5,few clouds
561,Xuddur,SO,4.1213,43.8894,73.36,67,0,15.57,clear sky
562,Itacoatiara,BR,-3.1431,-58.4442,84.36,76,90,1.57,overcast clouds
563,Santarem,BR,-2.4431,-54.7083,84.2,74,40,3.44,scattered clouds
564,Jiwani,PK,25.05,61.7417,64.89,68,0,5.48,clear sky
565,Carauari,BR,-4.8828,-66.8958,83.19,81,85,2.15,overcast clouds
566,Hope,US,33.6671,-93.5916,53.01,43,13,14.0,few clouds
